Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet_Earth,HomePlanet_Europa,HomePlanet_Mars,Destination_55 Cancri e,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,CryoSleep_False,CryoSleep_True,deck,side,region1,region2,region3,region4,region5,region6,region7,group,sum,vr,spa,room,shop,food
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,4,0.0,1,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,True,4,0.0,1,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,True,4,0.0,1,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,4,0.0,1,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,True,4,0.0,1,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,4,0.0,1,0,0,0,0,0,0,20,0.0,0.0,0.0,0.0,0.0,0.0
1,0,980.0,2.0,69.0,0.0,0.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,22,1051.0,0.0,0.0,0.9324452901998097,0.06565176022835395,0.0019029495718363464
3,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,0.0,1,0,0,0,0,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,225.0,0.0,998.0,0.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,25,1223.0,0.0,0.8160261651676206,0.0,0.0,0.1839738348323794
2,0,22.0,6073.0,0.0,1438.0,328.0,False,True,False,True,False,False,True,False,1,1.0,1,0,0,0,0,0,0,26,7861.0,0.04172497137768732,0.18292838061315353,0.0027986261289912225,0.0,0.7725480218801679
2,0,1125.0,0.0,136.0,48.0,0.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,28,1309.0,0.0,0.03666921313980138,0.8594346829640948,0.1038961038961039,0.0
2,0,0.0,850.0,81.0,437.0,453.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,30,1821.0,0.2487644151565074,0.23997803404722678,0.0,0.044481054365733116,0.46677649643053265
2,0,214.0,0.0,1411.0,0.0,1229.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,31,2854.0,0.4306236860546601,0.0,0.07498248072880168,0.4943938332165382,0.0
0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,31,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,1750.0,990.0,0.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,31,2740.0,0.0,0.3613138686131387,0.0,0.6386861313868614,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False,True,3,0.0,1,0,0,0,0,0,0,34,0.0,0.0,0.0,0.0,0.0,0.0
1,0,784.0,964.0,0.0,951.0,0.0,False,False,True,True,False,False,True,False,3,1.0,1,0,0,0,0,0,0,35,2699.0,0.0,0.3523527232308262,0.29047795479807337,0.0,0.3571693219711004
0,0,0.0,492.0,48.0,20.0,401.0,True,False,False,True,False,False,True,False,3,0.0,1,0,0,0,0,0,0,36,961.0,0.4172736732570239,0.02081165452653486,0.0,0.04994797086368366,0.5119667013527576
1,0,554.0,195.0,0.0,2606.0,0.0,True,False,False,True,False,False,True,False,3,0.0,1,0,0,0,0,0,0,38,3355.0,0.0,0.7767511177347243,0.16512667660208644,0.0,0.05812220566318927
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,True,2,1.0,1,0,0,0,0,0,0,39,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,1.0,1,0,0,0,0,0,0,41,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,164.0,45.0,2511.0,855.0,False,True,False,False,False,True,True,False,1,1.0,1,0,0,0,0,0,0,43,3575.0,0.23916083916083916,0.7023776223776224,0.0,0.012587412587412588,0.04587412587412588
3,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,1.0,1,0,0,0,0,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,True,2,1.0,1,0,0,0,0,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,True,2,1.0,1,0,0,0,0,0,0,44,0.0,0.0,0.0,0.0,0.0,0.0
1,0,970.0,0.0,180.0,0.0,64.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,45,1214.0,0.05271828665568369,0.0,0.7990115321252059,0.14827018121911037,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,3,1.0,1,0,0,0,0,0,0,45,0.0,0.0,0.0,0.0,0.0,0.0
2,0,790.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,True,False,4,0.0,1,0,0,0,0,0,0,50,790.0,0.0,0.0,1.0,0.0,0.0
3,0,0.0,112.0,0.0,1379.0,127.0,True,False,False,False,False,True,True,False,4,0.0,1,0,0,0,0,0,0,51,1618.0,0.07849196538936959,0.8522867737948084,0.0,0.0,0.069221260815822
1,0,4.0,0.0,2.0,4683.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,52,4689.0,0.0,0.9987204094689699,0.0008530603540200469,0.00042653017701002344,0.0
1,0,0.0,0.0,1938.0,0.0,1.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,53,1939.0,0.0005157297576070139,0.0,0.0,0.999484270242393,0.0
0,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,56,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,56,0.0,0.0,0.0,0.0,0.0,0.0
1,0,279.0,605.0,3374.0,286.0,3.0,False,True,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,56,4547.0,0.0006597756762700682,0.06289861447107983,0.06135913789311634,0.7420277105784033,0.13305476138113043
2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,True,2,0.0,1,0,0,0,0,0,0,58,0.0,0.0,0.0,0.0,0.0,0.0
1,0,45.0,1096.0,148.0,1377.0,1.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,61,2667.0,0.0003749531308586427,0.5163104611923509,0.01687289088863892,0.05549306336707911,0.41094863142107235
3,0,0.0,592.0,0.0,17.0,25.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,62,634.0,0.03943217665615142,0.026813880126182965,0.0,0.0,0.9337539432176656
0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,3,0.0,1,0,0,0,0,0,0,64,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,4,0.0,1,0,0,0,0,0,0,64,0.0,0.0,0.0,0.0,0.0,0.0
3,0,1.0,153.0,197.0,0.0,460.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,66,811.0,0.5672009864364982,0.0,0.0012330456226880395,0.24290998766954378,0.18865598027127004
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,True,2,0.0,1,0,0,0,0,0,0,67,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1.0,258.0,446.0,0.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,67,705.0,0.0,0.0,0.0014184397163120568,0.6326241134751773,0.3659574468085106
1,0,1946.0,37.0,0.0,0.0,24.0,True,False,False,True,False,False,True,False,3,0.0,1,0,0,0,0,0,0,67,2007.0,0.01195814648729447,0.0,0.9696063776781265,0.0,0.018435475834578975
1,0,793.0,0.0,2.0,253.0,0.0,False,False,True,False,False,True,True,False,4,0.0,1,0,0,0,0,0,0,68,1048.0,0.0,0.24141221374045801,0.7566793893129771,0.0019083969465648854,0.0
2,0,887.0,0.0,9.0,6.0,0.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,69,902.0,0.0,0.0066518847006651885,0.983370288248337,0.009977827050997782,0.0
1,0,190.0,0.0,5.0,1.0,726.0,True,False,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,70,922.0,0.7874186550976139,0.0010845986984815619,0.20607375271149675,0.005422993492407809,0.0
1,0,16.0,2165.0,0.0,0.0,52.0,True,False,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,71,2233.0,0.02328705776981639,0.0,0.007165248544558889,0.0,0.9695476936856248
0,0,0.0,1.0,0.0,0.0,1063.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,72,1064.0,0.9990601503759399,0.0,0.0,0.0,0.0009398496240601503
2,0,46.0,83.0,738.0,0.0,12.0,False,False,True,False,True,False,True,False,3,1.0,1,0,0,0,0,0,0,73,879.0,0.013651877133105802,0.0,0.05233219567690557,0.8395904436860068,0.09442548350398179
2,0,1.0,8397.0,0.0,0.0,506.0,False,True,False,False,False,True,True,False,1,0.0,1,0,0,0,0,0,0,74,8904.0,0.05682839173405211,0.0,0.00011230907457322552,0.0,0.9430592991913747
1,0,147.0,0.0,1018.0,0.0,0.0,False,False,True,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,76,1165.0,0.0,0.0,0.12618025751072962,0.8738197424892704,0.0
1,0,14.0,0.0,1295.0,0.0,0.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,77,1309.0,0.0,0.0,0.0106951871657754,0.9893048128342246,0.0
2,0,0.0,5840.0,0.0,321.0,9654.0,False,True,False,False,False,True,True,False,1,0.0,1,0,0,0,0,0,0,78,15815.0,0.610433133101486,0.020297186215618084,0.0,0.0,0.369269680682896
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,81,0.0,0.0,0.0,0.0,0.0,0.0
2,0,7406.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,82,7406.0,0.0,0.0,1.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,3,1.0,1,0,0,0,0,0,0,82,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,82,0.0,0.0,0.0,0.0,0.0,0.0
1,0,688.0,0.0,0.0,0.0,17.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,84,705.0,0.024113475177304965,0.0,0.975886524822695,0.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,0.0,1,0,0,0,0,0,0,85,0.0,0.0,0.0,0.0,0.0,0.0
2,0,211.0,0.0,0.0,638.0,513.0,True,False,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,86,1362.0,0.3766519823788546,0.4684287812041116,0.15491923641703378,0.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,True,False,False,True,4,0.0,1,0,0,0,0,0,0,88,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,90,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,91,0.0,0.0,0.0,0.0,0.0,0.0
1,0,1.0,697.0,31.0,188.0,0.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,91,917.0,0.0,0.2050163576881134,0.0010905125408942203,0.03380588876772083,0.7600872410032715
1,0,0.0,0.0,670.0,1.0,34.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,92,705.0,0.04822695035460993,0.0014184397163120568,0.0,0.950354609929078,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,1.0,1,0,0,0,0,0,0,92,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,1.0,1,0,0,0,0,0,0,92,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0.0,1208.0,0.0,3.0,637.0,False,True,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,97,1848.0,0.3446969696969697,0.0016233766233766235,0.0,0.0,0.6536796536796536
1,0,0.0,856.0,5.0,32.0,0.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,98,893.0,0.0,0.03583426651735722,0.0,0.005599104143337066,0.9585666293393057
1,0,0.0,2811.0,957.0,0.0,87.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,98,3855.0,0.022568093385214007,0.0,0.0,0.2482490272373541,0.7291828793774319
1,0,311.0,427.0,526.0,37.0,0.0,True,False,False,False,True,False,True,False,3,1.0,1,0,0,0,0,0,0,99,1301.0,0.0,0.02843966179861645,0.23904688700999233,0.404304381245196,0.32820906994619525
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,99,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,2,0.0,0,0,0,0,0,0,1,101,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,830.0,91.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,102,921.0,0.0988056460369164,0.9011943539630836,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,17.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,103,17.0,1.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,True,2,0.0,1,0,0,0,0,0,0,103,0.0,0.0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,103,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,570.0,2.0,131.0,True,False,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,105,703.0,0.18634423897581792,0.002844950213371266,0.0,0.8108108108108109,0.0
1,0,1743.0,5.0,17.0,0.0,0.0,False,False,True,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,107,1765.0,0.0,0.0,0.9875354107648725,0.009631728045325779,0.0028328611898017
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,108,0.0,0.0,0.0,0.0,0.0,0.0
1,0,562.0,0.0,326.0,0.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,108,888.0,0.0,0.0,0.6328828828828829,0.36711711711711714,0.0
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,108,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,410.0,6.0,3929.0,764.0,False,True,False,False,False,True,True,False,2,0.0,0,0,0,0,0,0,1,110,5109.0,0.14954002740262282,0.7690350362106088,0.0,0.0011743981209630064,0.08025053826580544
2,0,0.0,331.0,0.0,0.0,1687.0,False,True,False,False,False,True,True,False,1,1.0,1,0,0,0,0,0,0,110,2018.0,0.83597621407334,0.0,0.0,0.0,0.16402378592666006
2,0,2209.0,11418.0,0.0,1868.0,445.0,False,True,False,False,False,True,True,False,1,1.0,1,0,0,0,0,0,0,110,15940.0,0.027917189460476787,0.11718946047678795,0.13858218318695106,0.0,0.7163111668757842
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,1.0,1,0,0,0,0,0,0,110,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,4,0.0,1,0,0,0,0,0,0,111,0.0,0.0,0.0,0.0,0.0,0.0
3,1,0.0,2537.0,87.0,17.0,13.0,False,True,False,True,False,False,True,False,1,0.0,1,0,0,0,0,0,0,112,2654.0,0.0048982667671439335,0.00640542577241899,0.0,0.03278070836473248,0.9559155990957046
4,0,0.0,0.0,804.0,0.0,0.0,True,False,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,113,804.0,0.0,0.0,0.0,1.0,0.0
1,0,82.0,157.0,429.0,238.0,1.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,114,907.0,0.0011025358324145535,0.2624035281146637,0.09040793825799338,0.4729878721058434,0.1730981256890849
1,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,115,0.0,0.0,0.0,0.0,0.0,0.0
2,0,1.0,2223.0,0.0,12.0,404.0,False,True,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,116,2640.0,0.15303030303030302,0.004545454545454545,0.0003787878787878788,0.0,0.8420454545454545
2,0,0.0,2344.0,0.0,65.0,6898.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,119,9307.0,0.7411625658106802,0.006983990544751262,0.0,0.0,0.25185344364456863
0,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,2,1.0,1,0,0,0,0,0,0,119,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,3,1.0,1,0,0,0,0,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,699.0,74.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,122,773.0,0.09573091849935317,0.9042690815006468,0.0,0.0,0.0
1,0,55.0,597.0,49.0,0.0,1.0,True,False,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,123,702.0,0.0014245014245014246,0.0,0.07834757834757834,0.0698005698005698,0.8504273504273504
4,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,3,0.0,1,0,0,0,0,0,0,126,0.0,0.0,0.0,0.0,0.0,0.0
2,0,701.0,0.0,296.0,0.0,25.0,False,False,True,False,False,True,True,False,4,0.0,1,0,0,0,0,0,0,127,1022.0,0.02446183953033268,0.0,0.6859099804305284,0.2896281800391389,0.0
3,1,2353.0,334.0,9.0,316.0,2.0,False,False,True,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,128,3014.0,0.0006635700066357001,0.10484406104844061,0.7806901128069011,0.0029860650298606504,0.1108161911081619
2,0,2103.0,6.0,0.0,0.0,0.0,False,False,True,False,False,True,True,False,4,0.0,1,0,0,0,0,0,0,128,2109.0,0.0,0.0,0.9971550497866287,0.0,0.002844950213371266
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,True,False,False,True,2,0.0,1,0,0,0,0,0,0,129,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,False,True,3,0.0,1,0,0,0,0,0,0,133,0.0,0.0,0.0,0.0,0.0,0.0
2,0,2738.0,0.0,0.0,0.0,0.0,False,False,True,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,133,2738.0,0.0,0.0,1.0,0.0,0.0
1,0,0.0,14.0,730.0,0.0,0.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,134,744.0,0.0,0.0,0.0,0.9811827956989247,0.01881720430107527
2,0,97.0,418.0,126.0,25.0,55.0,True,False,False,False,True,False,True,False,2,0.0,1,0,0,0,0,0,0,136,721.0,0.07628294036061026,0.03467406380027739,0.13453536754507628,0.17475728155339806,0.579750346740638
0,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,1.0,1,0,0,0,0,0,0,138,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,22.0,0.0,564.0,207.0,True,False,False,False,False,True,True,False,4,1.0,1,0,0,0,0,0,0,138,793.0,0.2610340479192938,0.7112232030264817,0.0,0.0,0.027742749054224466
2,0,0.0,0.0,0.0,0.0,0.0,False,True,False,True,False,False,False,True,1,0.0,1,0,0,0,0,0,0,139,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,1.0,1,0,0,0,0,0,0,140,0.0,0.0,0.0,0.0,0.0,0.0
1,0,440.0,0.0,0.0,0.0,462.0,True,False,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,140,902.0,0.5121951219512195,0.0,0.4878048780487805,0.0,0.0
1,0,0.0,0.0,97.0,0.0,0.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,141,97.0,0.0,0.0,0.0,1.0,0.0
1,0,0.0,420.0,210.0,0.0,0.0,True,False,False,False,False,True,True,False,3,0.0,1,0,0,0,0,0,0,144,630.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666
3,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,True,False,2,0.0,1,0,0,0,0,0,0,146,0.0,0.0,0.0,0.0,0.0,0.0
3,0,0.0,0.0,0.0,0.0,0.0,True,False,False,False,False,True,False,True,2,0.0,1,0,0,0,0,0,0,147,0.0,0.0,0.0,0.0,0.0,0.0
2,0,1072.0,0.0,10.0,0.0,76.0,False,False,True,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,148,1158.0,0.06563039723661486,0.0,0.92573402417962,0.008635578583765112,0.0
1,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,True,2,0.0,1,0,0,0,0,0,0,149,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,0.0,0.0,0.0,0.0,True,False,False,True,False,False,False,True,2,1.0,1,0,0,0,0,0,0,151,0.0,0.0,0.0,0.0,0.0,0.0
2,0,0.0,0.0,0.0,0.0,607.0,True,False,False,False,False,True,True,False,3,1.0,1,0,0,0,0,0,0,152,607.0,1.0,0.0,0.0,0.0,0.0
1,0,4119.0,0.0,0.0,0.0,61.0,True,False,False,False,False,True,True,False,2,1.0,1,0,0,0,0,0,0,160,4180.0,0.014593301435406698,0.0,0.9854066985645933,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,1.0,1,0,0,0,0,0,0,163,0.0,0.0,0.0,0.0,0.0,0.0
1,0,0.0,0.0,0.0,0.0,0.0,False,True,False,False,False,True,False,True,1,1.0,1,0,0,0,0,0,0,163,0.0,0.0,0.0,0.0,0.0,0.0
